"SPECCD_ID","SCIENTIFIC","COMMON","MARFIS_CODE"
775,"BERYX DECADACTYLUS","ALFONSIN A CASTA LARGA",NA
776,"BERYX SPLENDENS","ALFONSIN A CASTA",NA
777,"GRAMMICOLEPIS BRACHIUSCULUS","THORNY TINSELFISH",NA
778,"LAMPRIS GUTTATUS","OPAH",NA
779,"HIPPOCAMPUS ERECTUS","LINED SEAHORSE",NA
780,"FISTULARIA TABACARIA","BLUESPOTTED CORNETFISH",NA
781,"APOGON MACULATUS","FLUMEFISH",NA
782,"APOGON SELLICAUDE","APOGON SELLICAUDE",NA
783,"HOWELLA SHERBORNI","SHERBORNS CARDINALFISH",NA
784,"APHANOPUS CARBO","BLACK SCABBARDFISH",NA
785,"ARIOMMA BONDI","SILVER-RAG",NA
786,"SCHEDOPHILUS MEDUSOPHAGUS","CORNISH BLACKFISH",NA
787,"CENTROLOPHUS NIGER","BLACK RUFF",NA
788,"NOMEUS GRONOVII","MAN-OF-WAR FISH",NA
789,"PSENES MACULATUS","SILVER DRIFTFISH",NA
790,"TETRAGONURUS ATLANTICUS","BIGEYE SQUARETAIL",NA
791,"TETRAGONURUS CUVIERI","SMALLEYE SQUARETAIL",NA
792,"LAGOCEPHALUS LAGOCEPHALUS","OCEANIC PUFFER",NA
793,"CHILOMYCTERUS SCHOEPFI","STRIPED BURRFISH",NA
794,"LACTOPHRYS TRIGONUS","TRUNKFISH",NA
795,"SCOPELOGADUS BEANII","BEANS BLUEBACK",NA
796,"SCOPELOBERYX OPISTHOPTERUS","SCOPELOBERYX OPISTHOPTERU",NA
797,"POROMITRA MEGALOPS","POROMITRA MEGALOPS",NA
798,"MELAMPHAES MICROPS","MELAMPHAES MICROPS",NA
799,"POROMITRA CAPITO","POROMITRA CAPITO",NA
800,"POROMITRA CRASSICEPS","POROMITRA CRASSICEPS",NA
801,"TRACHINOCEPHALUS MYOPS","SNAKEFISH",NA
802,"BERYCIFORMES O.","BERYCOID FISH",NA
803,"RACHYCENTRON CANADUM","COBIA",NA
804,"GOBIIDAE F.","GOBIES,UNIDENTIFIED",NA
805,"SYMPHURUS SP.","TONGUEFISH",NA
806,"DACTYLOPTERUS VOLITANS","FLYING GURNARD",NA
807,"SAURIDA NORMANI","SHORTJAW LIZARDFISH",NA
808,"SYNODUS SYNODUS","RED LIZARDFISH",NA
809,"LACTOPHRYS TRIQUETER","SMOOTH TRUNKFISH",NA
810,"AMPHELIKTURUS DENDRITICUS","PIPEHORSE",NA
811,"MYCTOPHIFORMES O.","MYCTOPHIFORMES",NA
812,"SYNODUS SP.","SYNODUS SP.",NA
813,"ARIOMMA SP.","ARIOMMA SP.",NA
814,"BATHYSAURUS FEROX","BATHYSAURUS FEROX",NA
815,"EUTAENIOPHORUS SP.","EUTAENIOPHORUS SP.",NA
816,"SYMPHURUS DIOMEDEANUS","TONGUE FISH",NA
817,"LEPTOSTOMIAS SP.","LEPTOSTOMIAS SP.",NA
818,"ARISTOSTOMIAS TITTMANNI","ARISTOSTOMIAS TITTMANNI",NA
819,"MALACOSTEIDAE F.","LOOSEJAWS (NS)",NA
820,"CUBICEPS PAUCIRADIATUS","CUBICEPS PAUCIRADIATUS",NA
821,"NOMEIDAE F.","DRIFTFISHES",NA
822,"PSENES PELLUCIDUS","PSENES PELLUCIDUS",NA
823,"SARGOCENTRON BULLISI","SARGOCENTRON BULLISI",NA
824,"BENTHODESMUS TENUIS","BENTHODESMUS TENUIS",NA
825,"STOMIAS AFFINIS","STOMIAS AFFINIS",NA
826,"CANTHIDERMIS SUFFLAMEN","OCEAN TRIGGERFISH",NA
827,"SPHOEROIDES SP.","PUFFER",NA
828,"HOLANTHIAS MARTINICENSIS","ROUGHTONGUE BASS",NA
829,"PARACONGER CAUDILIMBATUS","MARGINTAIL CONGER",NA
830,"ACANTHOCYBIUM SOLANDRI","WAHOO",NA
831,"BREGMACEROS MACCLELLANDI","BREGMACEROS MACCLELLANDI",NA
832,"SAURIDA CARRIBBEA","SAURIDA CARRIBBEA",NA
833,"SAURIDA BRASILIENSIS","LIZARDFISH,LARGESCALE",NA
834,"ETRUMEUS SADINA","ETRUMEUS SADINA",NA
835,"MAKAIRA INDICA","BLACK MARLIN",NA
836,"ANCHOA LAMPROTAENIA","ANCHOA LAMPROTAENIA",NA
837,"ALBULA SP.","ALBULA SP.",NA
838,"GORDIICHTHYS LEIBYI","GORDIICHTHYS LEIBYI",NA
839,"LETHARCHUS ALICULATUS","LETHARCHUS ALICULATUS",NA
840,"TETRAPTURUS PFLUEGERI","LONGBILL SPEARFISH",NA
841,"LAMPETRA JAPONICA","LAMPETRA JAPONICA",NA
842,"LAMPETRA LAMOTTEI","LAMPETRA LAMOTTEI",NA
843,"JENKINSIA LAMPROTAENIA","DWARF HERRING",NA
844,"HALIEUTICHTHYS ACULEATUS","BATFISH,SPINY",NA
845,"LYCODES EUDIPLEUROSTICTUS","EELPOUT (NS)",NA
846,"THUNNUS ATLANTICUS","BLACKFIN TUNA",NA
847,"EUSTOMIAS BRAUERI","EUSTOMIAS BRAUERI",NA
848,"EUSTOMIAS LONGIBARBA","EUSTOMIAS LONGIBARBA",NA
849,"EUSTOMIAS SILVESCENS","EUSTOMIAS SILVESCENS",NA
850,"SCOPELOSAURUS MAULI","SCOPELOSAURUS MAULI",NA
851,"CARASSIUS AURATUS","CARASSIUS AURATUS",NA
852,"CHROSOMUS EOS","CHROSOMUS EOS",NA
853,"CHROSOMUS NEOGAEUS","CHROSOMUS NEOGAEUS",NA
854,"COUESIUS PLUMBEUS","CHUB,LAKE",NA
855,"MICRODESMIDAE F.","MICRODESMIDAE F.",NA
856,"NOTEMIGOMUS CRYSOLEUCAS","NOTEMIGOMUS CRYSOLEUCAS",NA
857,"EUSTOMIAS SIMPLEX","EUSTOMIAS SIMPLEX",NA
858,"PACHYSTOMIAS MICRODON","PACHYSTOMIAS MICRODON",NA
859,"MELANOSTOMIAS SP.","MELANOSTOMIAS SP.",NA
860,"BOLINICHTHYS SP.","BOLINICHTHYS SP.",NA
861,"HYGOPHUM SP.","HYGOPHUM SP.",NA
862,"DICROLENE INTRONIGRA","DICROLENE INTRONIGRA",NA
863,"BATHYPTEROIS QUADRIFILIS","BATHYPTEROIS QUADRIFILIS",NA
864,"LYCODES ATLANTICUS","LYCODES ATLANTICUS",NA
865,"ALDROVANDIA PHALACRA","ALDROVANDIA PHALACRA",NA
866,"XENOLEPIDICHTHYS DALGLEISHI","XENOLEPIDICHTHYS DALGLEISHI",NA
867,"GIGANTACTIS VANHOEFFENI","GIGANTACTIS VANHOEFFENI",NA
868,"PARALIPARIS CALIDUS","SEASNAIL",NA
869,"PARALIPARIS GARMANI","SEASNAIL",NA
870,"MONOMITOPUS AGASSIZI","MONOMITOPUS AGASSIZI",NA
871,"SCOPELOGADUS MIZOLEPIS","SCOPELOGADUS MIZOLEPIS",NA
872,"MELANOSTOMIAS MELANOPOGON","MELANOSTOMIAS MELANOPOGON",NA
873,"RYPTICUS SP.","RYPTICUS SP.",NA
874,"LEPTOSTOMIAS GLADIATOR","LEPTOSTOMIAS GLADIATOR",NA
875,"ASTRONESTHES GEMMIFER","ASTRONESTHES GEMMIFER",NA
876,"STEMONOSUDIS INTERMEDIA","STEMONOSUDIS INTERMEDIA",NA
877,"NESIARCHUS NASUTUS","LONGNOSE ESCOLAR",NA
878,"EPIGONUS SP.","EPIGONUS SP.",NA
879,"EPINEPHELUS MORIO","GROUPER,RED",NA
880,"ARTEDIELLUS ATLANTICUS","HOOKEAR SCULPIN,ATL.",NA
881,"MYCTOPHUM OBTUSIROSTRE","MYCTOPHUM OBTUSIROSTRE",NA
882,"LAMPANYCTUS CUPRARIUS","LAMPANYCTUS CUPRARIUS",NA
883,"GONOSTOMA BATHYPHILUM","GONOSTOMA BATHYPHILUM",NA
884,"NEONESTHES CAPERSIS","NEONESTHES CAPERSIS",NA
885,"RHADINESTHES DECIMUS","RHADINESTHES DECIMUS",NA
886,"ZU CRISTATUS","ZU CRISTATUS",NA
887,"CHIASMODON BOLANGERI","CHIASMODON BOLANGERI",NA
888,"EPIGONUS TELESCOPUS","EPIGONUS TELESCOPUS",NA
889,"SEARSIA KOEFOEDI","SEARSIA KOEFOEDI",NA
890,"AMIA CALVA","AMIA CALVA",NA
891,"LAMPRIFORMES","LAMPRIFORMES",NA
892,"TRACHIPTERIDAE","RIBBONFISHES (NS)",NA
893,"TRACHIPTEROIDEI","TRACHIPTEROIDEI",NA
894,"STERNOPTYX PSEUDOBSCURA","STERNOPTYX PSEUDOBSCURA",NA
895,"PHOTOSTYLUS PYCNOPTERUS","PHOTOSTYLUS PYCNOPTERUS",NA
896,"EINARA EDENTULA","EINARA EDENTULA",NA
897,"SYNAGROPS SP.","SYNAGROPS SP.",NA
898,"TARACTES ASPER","TARACTES ASPER",NA
899,"EPINEPHELUS SP.","EPINEPHELUS SP.",NA
900,"PHOCIDAE F.","SEALS (NS)",845
901,"ECTREPOSEBASTES IMUS","ECTREPOSEBASTES IMUS",NA
902,"LINOPHRYNIDAE","LINOPHRYNIDAE",NA
903,"LINOPHRYNE BREVIBARBIS","LINOPHRYNE BREVIBARBIS",NA
904,"EDRIOLYCHNUS SCHMIDTI","EDRIOLYCHNUS SCHMIDTI",NA
905,"LINOPHRYNE MACRODON","LINOPHRYNE MACRODON",NA
906,"UNCISUDIS LONGIROSTRIS","UNCISUDIS LONGIROSTRIS",NA
907,"PARALEPIS BREVIROSTRIS","PARALEPIS BREVIROSTRIS",NA
908,"ASTRONESTHES MICROPOGON","ASTRONESTHES MICROPOGON",NA
909,"CHIASMODON SP.","CHIASMODON SP.",NA
910,"ODOBENIDAE F.","ODOBENIDAE F.",NA
911,"TRACHIPTERUS TRACHIPTERUS","TRACHIPTERUS TRACHIPTERUS",NA
912,"ARGYROPELECUS SLADENI","ARGYROPELECUS SLADENI",NA
913,"AVOCETTINA INFANS","AVOCETTINA INFANS",NA
914,"HOLTBYRNIA ANOMALA","HOLTBYRNIA ANOMALA",NA
915,"NORMICHTHYS OPEROSUS","NORMICHTHYS OPEROSUS",NA
916,"BATHOPHILUS CHIRONEMA","BATHOPHILUS CHIRONEMA",NA
917,"MELAMPHAES LEPRUS","MELAMPHAES LEPRUS",NA
918,"BATHOPHILUS LONGIPINNIS","BATHOPHILUS LONGIPINNIS",NA
919,"SCOPELOBERYX NIGRESCENS","SCOPELOBERYX NIGRESCENS",NA
920,"ODONTOCEIT S.O.(WHALES)","WHALES (NS)",NA
921,"GLOBICEPHALA MELAENA","ATLANTIC PILOT WHALE",NA
922,"HYPEROODON AMPULLATUS","NORTH-BOTTLENOSE WHALE",884
923,"LEPTOSTOMIAS LONGIBARBA","LEPTOSTOMIAS LONGIBARBA",NA
924,"CAREPROCTUS RANULA","SEA TADPOLE",NA
925,"MELANOSTOMIAS BARTONBEANI","MELANOSTOMIAS BARTONBEANI",NA
926,"SCOMBROLABRAX HETEROLEPIS","SCOMBROLABRAX HETEROLEPIS",NA
927,"GEMPYLUS SERPENS","SNAKE MACKEREL",NA
928,"ARGYROPELECUS SP.","ARGYROPELECUS SP.",NA
929,"GONOSTOMA ATLANTICUM","GONOSTOMA ATLANTICUM",NA
930,"ODONTOCEIT S.O.(DOLPHINS)","DOLPHINS (NS)",NA
931,"TURSIOPS TRUNCATUS","ATL BOTTLENOSED DOLPHIN",NA
932,"LAGENORHYNCHUS ALBIROSTRIS","WHITE BEAKED DOLPHIN",876
933,"LAGENORHYNCHUS ACUTUS","ATL WHITE-SIDED DOLPHIN",NA
934,"PHOTOSTOMIAS SP.","PHOTOSTOMIAS SP.",NA
935,"DIPLOPHOS MADERENSIS","DIPLOPHOS MADERENSIS",NA
936,"CHAENOPHRYNE DRACO","CHAENOPHRYNE DRACO",NA
937,"MACROPARALEPIS NIGRA","MACROPARALEPIS NIGRA",NA
938,"EVOXYMETOPON TAENIATUS","EVOXYMETOPON TAENIATUS",NA
939,"LAMPADENA ANOMALA","LAMPADENA ANOMALA",NA
940,"BROTULA BARBATA","BEARDED BROTULA",NA
941,"GRAMMATOSTOMIAS FLAGELLIBARBA","GRAMMATOSTOMIAS FLAGELLIBARBA",NA
942,"POLYMETME CORYTHAEOLA","POLYMETME CORYTHAEOLA",NA
943,"MELANOSTOMIAS VALDIVIAE","MELANOSTOMIAS VALDIVIAE",NA
944,"TRACHINOTUS FALCATUS","PERMIT",NA
945,"PHORONIDAE","PHORONIDAE",NA
946,"LUMPENUS  SP.","BLENNIES (NS)",NA
947,"APRISTURUS LAURUSSONI","APRISTURUS LAURUSSONI",NA
948,"ASTRONESTHES  SP.(RICHARDSONI?)","DRAGONFISH,SCALED (NS)",NA
949,"BOROSTOMIAS  SP.","DRAGONFISH,BIGHEAD (NS)",NA
950,"OTOPHIDIUM OMOSTIGMUM","POLKA-DOT CUSK-EEL",NA
951,"STROMATEOIDEI (SUBORDER)","RUFFS (NS)",NA
952,"BROTULINAE","BROTULIDS (NS)",NA
953,"CARAPID SP.","CARAPID SP.",NA
954,"GONOSTOMA DENUDATUM","ANGLEMOUTH (NS)",NA
955,"MELANOCETUS MURRAYI","MELANOCETUS MURRAYI",NA
956,"MELANOSTOMIAS MELANOPS","MELANOSTOMIAS MELANOPS",NA
957,"PHOTONECTES BRAUERI","PHOTONECTES BRAUERI",NA
958,"TARACTES SP.","TARACTES SP.",NA
959,"ULTIMOSTOMIAS MIRABILIS","ULTIMOSTOMIAS MIRABILIS",NA
960,"CARANX SP.","CARANX SP.",NA
961,"SEARSIID SP.","TUBE SHOUDERS",NA
962,"DANAPHRYNE NIGRIFILIS","DANAPHRYNE NIGRIFILIS",NA
963,"ROULEINA MADERENSIS","SMOOTHHEAD",NA
964,"EUSTOMIAS POLYASTER","EUSTOMIAS POLYASTER",NA
965,"CARCHARHINUS LIMBATUS","BALCKTIP SHARK",NA
966,"ASTRONESTHIDAE","DRAGONFISHES,BIGHEAD",NA
967,"RAJA GARMANI","SKATE,ROSETTE",NA
968,"ALEPOCEPHALIDAE","SMOOTHHEADS (NS)",NA
969,"RAJA LENTIGINOSA","FRECKLED SKATE",NA
970,"EUSTOMIAS SP.","EUSTOMIAS SP.",NA
971,"CHIASMODONTIDAE","SWALLOWERS (NS)",NA
972,"LEPOPHIDIUM SP.","LEPOPHIDIUM SP.",NA
973,"EUSTOMIAS ACINOSUS","EUSTOMIAS ACINOSUS",NA
974,"MELAMPHAES EULEPIS","MELAMPHAES EULEPIS",NA
975,"MELAMPHAES LONGIVELIS","MELAMPHAES LONGIVELIS",NA
976,"MELAMPHAES POLYLEPIS","MELAMPHAES POLYLEPIS",NA
977,"LAMPANYCTUS TENUIFORMIS","LAMPANYCTUS TENUIFORMIS",NA
978,"LEPTOSTOMIAS HAPLOCAVLUS","LEPTOSTOMIAS HAPLOCAVLUS",NA
979,"ALEPOCEPHALUS SP.","ALEPOCEPHALUS SP.",NA
980,"SALMONIDAE F.","SALMON,TROUTS,ETC.",NA
981,"BREVIRAJA MARKLEI","BREVIRAJA MARKLEI",NA
982,"SELAR BOOPS","OX-EYE SCAD",NA
983,"APRISTURUS SP.","APRISTURUS SP.",NA
984,"THYSANACTIS DENTEX","THYSANACTIS DENTEX",NA
985,"ARISTOSTOMIAS GRIMALDI","ARISTOSTOMIAS GRIMALDI",NA
986,"ASTRONESTHES CYCLOPHOTUS","ASTRONESTHES CYCLOPHOTUS",NA
987,"MELANOSTOMIAS TENTACULATUS","MELANOSTOMIAS TENTACULATUS",NA
988,"EUSTOMIAS MACRONEMA","EUSTOMIAS MACRONEMA",NA
989,"GONIOPLECTRUS SP.","GONIOPLECTRUS SP.",NA
990,"SYNODONTIS SP.","SYNODONTIS SP.",NA
991,"BATHOPHILUS DIGITATUS","BATHOPHILUS DIGITATUS",NA
992,"MELAMPHAES SIMUS","MELAMPHAES SIMUS",NA
993,"DYSALOTUS ALCOCKI","DYSALOTUS ALCOCKI",NA
994,"TRACHURUS SP.","TRACHURUS SP.",NA
995,"BRAMIDAE","BRAMIDAE",NA
996,"ONEIRODES EPITHALES","ONEIRODES EPITHALES",NA
997,"PHYLLORHINICHTHYS MICRACTIS","ANGLER",NA
998,"NEMATONURUS ARMATUS","ARMOURED GRENADIER",NA
999,"MEGAPTERA NOVAEANGLIAE","HUMPBACK WHALE",NA
1000,"CARCHARHINUS ALTIMUS","BIGNOSE SHARK",NA
1001,"SPHYRNA MOKARRAN","GREAT HAMMERHEAD SHARK",NA
1002,"ALOPIAS SUPERCILIOSUS","BIGEYE THRESHER SHARK",NA
1003,"CARCHARHINUS SIGNATUS","NIGHT SHARK",NA
1004,"GALEOCERDO CUVIER","TIGER SHARK",374
1005,"ISURUS PAUCUS","LONGFIN MAKO",NA
1006,"HOPLOSTETHUS ATLANTICUS","ORANGE ROUGHY",NA
1007,"BATHYRAJA RICHARDSONI","BATHYRAJA RICHARDSONI",NA
1008,"BATHYROCETES MICROLEPS","BATHYROCETES MICROLEPS",NA
1009,"HALOSAURIDAE","HALOSAURIDAE",NA
1010,"HALOSAUROPSIS SPP.","HALOSAUROPSIS SPP.",NA
1011,"HALOSAUROPSIS MARCROCHIS","HALOSAUROPSIS MARCROCHIS",NA
1012,"LAENOMENA SP.","LAENOMENA SP.",NA
1013,"NEZUMIA SP.","NEZUMIA SP.",NA
1014,"NEZUMIA LONGBARBATUS","NEZUMIA LONGBARBATUS",NA
1015,"NEZUMIA SCLERORHYUCHUS","NEZUMIA SCLERORHYUCHUS",NA
1016,"RHODICHTHYS SPP.","RHODICHTHYS SPP.",NA
1017,"ROULEINA ATTRITA","ROULEINA ATTRITA",NA
1018,"SPECTRUNCULUS GRANDIS","CUSK EEL",NA
1019,"VENEFICA PROCERA","NETTASTOMID EEL",NA
1020,"SQUATINA DUMERILI","ATLANTIC ANGEL SHARK",NA
1021,"BATHYRAJA RICHARDSONI","RICHARDSON'S RAY",NA
1022,"BREVIRAJA SP.","BREVIRAJA SP.",NA
1023,"BREVIRAJA PLUTONIA","BREVIRAJA PLUTONIA",NA
1024,"ILOPHIS SP.","ILOPHIS SP.",NA
1025,"VENEFICA PROCERA","VENEFICA PROCERA",NA
1026,"NOTACANTHIFORMES","NOTACANTHIFORMES",NA
1027,"HALOSAUROPSIS SP.","HALOSAUROPSIS SP.",NA
1028,"HALOSAUROPSIS MACROCHIR","HALOSAUROPSIS MACROCHIR",NA
1029,"ADROVANDIA SP","ADROVANDIA SP",NA
1030,"ADROVANDIA AFFINIS","ADROVANDIA AFFINIS",NA
1031,"BATHYTROCETES SP.","BATHYTROCETES SP.",NA
1032,"BATHYTROCETES MICROLEPIS","BATHYTROCETES MICROLEPIS",NA
1033,"BELLOCIA SP.","BELLOCIA SP.",NA
1034,"NARCETES SP.","NARCETES SP.",NA
1035,"NARCETES STOMIAS","NARCETES STOMIAS",NA
1036,"HOLTBRYRNIA SP.","HOLTBRYRNIA SP.",NA
1037,"BATHYPTEROIS SP.","BATHYPTEROIS SP.",NA
1038,"BATHYPTEROIS GRALLATOR","BATHYPTEROIS GRALLATOR",NA
1039,"BATHYPTEROIS LONGIPES","BATHYPTEROIS LONGIPES",NA
1040,"BATHYPTYPHLOPS MARIONAE","BATHYPTYPHLOPS MARIONAE",NA
1041,"LAEMONEMA SP.","LAEMONEMA SP.",NA
1042,"CORYPHAENOIDES LEPTOLEPIS","CORYPHAENOIDES LEPTOLEPIS",NA
1043,"NEZUMIA SP.","NEZUMIA SP.",NA
1044,"NEZUMIA LONGIBARBATUS","NEZUMIA LONGIBARBATUS",NA
1045,"NEZUMIA SCLERORYNCHUS","NEZUMIA SCLERORYNCHUS",NA
1046,"SPECTRUNCULUS GRANDIS","SPECTRUNCULUS GRANDIS",NA
1047,"BASSOGIGAS SP.","BASSOGIGAS SP.",NA
1048,"BASSOGIGAS PROFUNDISSIMUS","BASSOGIGAS PROFUNDISSIMUS",NA
1049,"BASSOZETUS TAENIA","BASSOZETUS TAENIA",NA
1050,"NEOCYTTUS HELGAE","BLACK OREO",NA
1051,"BATHYONUS LATICEPS","BATHYONUS LATICEPS",NA
1052,"ROULEINA SP.","ROULEINA SP.",NA
1053,"TRACHYRHYNCHUS SP.","TRACHYRHYNCHUS SP.",NA
1054,"PARALEPIS ATLANTICA KROYER","DUCKBILL BARRACUDINA",NA
1055,"SCOPELARCHIDAE F.","SCOPELARCHIDAE F.",NA
1056,"STEREOMASTIS SCULPTA","STEREOMASTIS SCULPTA",NA
1059,"SPHRAENA BARRACUDA","GREAT BARRACUDA",NA
1071,"SCYLIORHINUS RETIFER","CHAIN CATSHARK",NA
1079,"ATELEOPODIDAE F.","JELLYNOSE FISHES",NA
1091,NA,"UNIDENTIFIED SPECIES",NA
1092,NA,"UNIDENTIFIED SPECIES",NA
1093,NA,"UNIDENTIFIED SPECIES",NA
1094,NA,"UNIDENTIFIED SPECIES",NA
1095,NA,"UNIDENTIFIED SPECIES",NA
1099,"FISH REMAINS","FISH REMAINS",NA
1100,"EGGS UNID.","EGGS UNID.",NA
1105,"TRACHICHTHYIDAE F.","ROUGHIES - UNSPEC.",NA
1106,"HOPLOSTETHUS MEDITERRANEUS","SILVER ROUGHY",NA
1107,"HOPLOSTETHUS OCCIDENTALIS","WESTERN ROUGHY",NA
1180,"ELASMOBRANCH EGG - LIVE","SKATE/SHARK EGG PURSE - LIVE",NA
1191,"LEUCORAJA SP.","SKATE - LITTLE OR WINTER - UNSPEC.",NA
1192,"PURSE DEEPWATER SKATE","PURSE DEEPWATER SKATE",NA
1193,"PURSE FRECKLED SKATE","PURSE FRECKLED SKATE",NA
1194,"PURSE ROSETTE SKATE","PURSE ROSETTE SKATE",NA
1195,"PURSE RAJA BIGELOW SKATE","PURSE RAJA BIGELOW SKATE",NA
1196,"PURSE WHITE SKATE","PURSE WHITE SKATE",NA
1197,"PURSE ABYSSAL SKATE","PURSE ABYSSAL SKATE",NA
1198,"PURSE ARCTIC SKATE","PURSE ARCTIC SKATE",NA
1199,"PURSE BARNDOOR SKATE","PURSE BARNDOOR SKATE",NA
1200,"FISH EGGS-UNIDENTIFIED","FISH EGGS-UNIDENTIFIED",NA
1201,"PURSE THORNY SKATE","PURSE THORNY SKATE",NA
1202,"PURSE SMOOTH SKATE","PURSE SMOOTH SKATE",NA
1203,"PURSE LITTLE SKATE","PURSE LITTLE SKATE",NA
1204,"PURSE WINTER SKATE","PURSE WINTER SKATE",NA
1205,"PURSE SPINYTAIL SKATE","PURSE SPINYTAIL SKATE",NA
1206,"PURSE BRIER SKATE","PURSE BRIER SKATE",NA
1207,"PURSE ROUND SKATE","PURSE ROUND SKATE",NA
1208,"PURSE SOFT SKATE","PURSE SOFT SKATE",NA
1209,"PURSE JENSENS SKATE","PURSE JENSENS SKATE",NA
1210,"GADIDAE F. EGGS","COD FAMILY",NA
1211,"GADUS MORHUA EGGS","COD  EGGS",NA
1212,"MELANOGRAMMUS AEGLEFINUS EGGS","HADDOCK EGGS",NA
1215,"MAUROLICUS MUELLERI EGGS","MULLER'S PEARLSIDES",NA
1218,"HEMITRIPTERUS AMERICANUS, EGGS","SEA RAVEN, EGGS",NA
1219,"LIOPSETTA PUTNAMI EGGS","SMOOTH FLOUNDER EGGS",NA
1220,"PARALICHTHYS OBLONGUS EGGS","FOURSPOT FLOUNDER EGGS",NA
1221,"CLUPEA HARENGUS EGGS","HERRING EGGS",NA
1222,"HIPPOGLOSSOIDES PLATESSOIDES EGGS","PLAICE EGGS",NA
1223,"SCOMBER SCOMBRUS EGGS","MACKEREL EGGS",NA
1224,"RAJA EGGS","SKATE UNID. EGGS",NA
1225,"CYCLOPTERUS LUMPUS EGGS","LUMPFISH  EGGS",NA
1226,"AMMODYTES EGGS","SAND LANCE EGGS",NA
1227,"GLYPTOCEPHALUS CYNOGLOSSUS EGGS","WITCH  EGGS",NA
1228,"MYOXOCEPHALUS EGGS","SCULPIN EGGS UNID.",NA
1229,"ENCHELYOPUS CIMBRIUS EGGS","F.B. ROCKLING EGGS",NA
1230,"LIMANDA FERRUGINEA EGGS","YELLOWTAIL EGGS",NA
1231,"PLEURONECTIFORME EGGS","UNID. FLATFISH EGGS",NA
1232,"TAUTOGOLABRUS ADSPERSUS EGGS","CUNNER EGGS",NA
1233,"UROPHYCIS TENUIS EGGS","WHITE HAKE EGGS",NA
1234,"PEPRILUS TRIACANTHUS EGGS","BUTTERFISH EGGS",NA
1235,"BROSME BROSME EGGS","CUSK EGGS",NA
1236,"H4B EGGS","HAKE SP./4BROCK/BUTTERFISH/WINDOWPANE",NA
1237,"COD/HADDOCK EGGS","COD/HADDOCK EGGS",NA
1238,"LOPHIUS AMERICANUS EGGS","ANGLER/MONKFISH EGGS",NA
1239,"MERLUCCIUS BILINEARIS EGGS","SILVER HAKE EGGS",NA
1240,"SILVER/L.F.HAKE EGGS","SILVER/L.F.HAKE EGGS",NA
1241,"S/L.F.HAKE/4B ROCK. EGGS","S/L.F.HAKE/4B ROCK. EGGS",NA
1242,"COD/HADDOCK/WITCH EGGS","COD/HADDOCK/WITCH EGGS",NA
1243,"CUSK/MACKEREL EGGS","CUSK/MACKEREL EGGS",NA
1244,"CUNNER/YELLOWTAIL EGGS","CUNNER/YELLOWTAIL EGGS",NA
1245,"MERLUCCIUS ALBIDUS EGGS","OFFSHORE HAKE EGGS",NA
1246,"UROPHYCIS SP. EGGS","HAKE EGGS",NA
1247,"POLLACHIUS VIRENS EGGS","POLLOCK EGGS",NA
1248,"HIPPOGLOSSUS HIPPOGLOSSUS EGGS","ATL HALIBUT EGGS",NA
1249,"SCOPHTHALMUS AQUOSUS EGGS","BRILL-WINDOWPANE EGGS",NA
1250,"CITHARICHTHYS ARCTIFRONS EGGS","GULF STREAM FLOUNDER EGGS",NA
1251,"PARALICHTHYS DENTATUS EGGS","SUMMER FLOUNDER EGGS",NA
1252,"ARGENTINA SILUS EGGS","ARGENTINA SILUS EGGS",NA
1253,"PSEUDOPLEURONECTES AMERICANUS EGGS","WINTER FLOUNDER EGGS",NA
1260,"GONOSTOMATIDAE EGGS","GONOSTOMATIDAE EGGS",NA
1263,"ENGRAULIDAE, EGGS","ANCHOVY, EGGS",NA
1295,"LIPARIS SP. EGG","UNIDENTIFIED SEASNAIL EGG",NA
1297,"FISH LARVAE, UNID","FISH LARVAE, UNID",NA
1300,"CRUSTACEA EGGS","CRUSTACEAN EGGS",NA
1305,"INVERTEBRATE EGGS OTHER","INVERTEBRATE EGGS OTHER",NA
1309,"COPEPODA, EGGS","COPEPODA, EGGS",NA
1310,"DECAPODA EGGS","DECAPOD EGGS",NA
1311,"PANDALID EGGS","PANDALID EGGS",NA
1312,"HYPPOLYTID EGGS","HIPPOLYTID EGGS",NA
1313,"CRAGONID EGGS","CRAGONID EGGS",NA
1314,"CRAB EGGS","CRAB EGGS",NA
1315,"LOBSTER EGGS","LOBSTER EGGS",NA
1316,"HERMIT CRAB EGGS","HERMIT EGGS",NA
1400,"ANNELID EGGS","ANNELID EGGS UNID.",NA
1410,"POLYCHAETA EGGS","POLYCHAETE EGGS UNID.",NA
1420,"APHRODITA ACULEATA EGGS","SEA MOUSE EGGS UNID.",NA
1430,"SIPUNCULA (GEPHYREA) EGGS","GEPHYREANS EGGS UNID.",NA
1440,"NEMATODA EGGS","TUBE WORMS EGGS UNID.",NA
1500,"MOLLUSCA EGGS","MOLLUSC EGGS UNID.",NA
1510,"BUCCINIDAE EGGS","WHELK EGGS (NS)",NA
1511,"GASTEROPODA EGGS","SNAIL/SLUG EGGS",NA
1520,"PELECYPODA EGGS","BIVALVE MOLLUS EGGS",NA
1530,"CEPHALOPODA UNID. EGGS","SQUID EGGS",NA
1600,"INVERTEBRATE EGGS","INVERTEBRATE EGGS",NA
1700,"FORAMINIFERA O.","FORAMINIFERA",NA
